periode_data,periode_pemantauan,bulan_sampling,jenis_lokasi,lokasi_sampling,latitude,longitude,kelompok_parameter,parameter,baku_mutu,hasil_pengukuran,kondisi
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,"Logam Berat","Nikel (Ni)",mg/L,0.0040,Baik
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,Biologi,"Fecal coliform","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,Biologi,"Coliform (total)","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,Biologi,Salmonella,CFU/mL,0,Baik
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,Biologi,Fitoplankton,Sel/mL,9.9,Baik
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,0.87,Baik
2024,"Periode 1",3,Teluk,A2,-5.983527778,106.7473056,"Indek Kualitas Air","Status Indeks (IP)",N/A,Baik,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,Suhu,oC,29.3,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,Kecerahan,meter,4,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,Bau,N/A,alami,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,Kekeruhan,NTU,2.82,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,TSS,mg/L,"< 2.5",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,Sampah,N/A,N/A,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Fisik,"Lapisan Minyak",N/A,N/A,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,pH,N/A,8.02,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Salinitas,N/A,30.6,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,"Oksigen terlarut (DO)",mg/L,6.85,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,BOD5,mg/L,10.2,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,"Amonia total",mg/L,"< 0.01",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Orto-fosfat,mg/L,0.0040,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Nitrat,mg/L,"< 0.05",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Sianida,mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Sulfida,mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,TPH,mg/L,"< 0.02",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,"Fenol Total",mg/L,"< 0.0008",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,PAH,mg/L,"< 0.0001",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,PCB,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Surfaktan,mg/L,0.052,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,"Minyak dan Lemak",mg/L,"< 1",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,BHC,µg/L,"< 0.4",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Aldrin/dieldrin,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Chlordane,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,DDT,µg/L,"< 0.04",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Heptachlor,µg/L,"< 0.04",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Lindane,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Methoxy-chlor,µg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Endrin,µg/L,"< 0.08",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,Toxaphan,µg/L,"< 0.1",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Kimia,TBT,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Air raksa (Hg)",mg/L,0.0005,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Arsen (As)",mg/L,0.0017,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Timbal (Pb)",mg/L,0.0050,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Seng (Zn)",mg/L,0.021,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Logam Berat","Nikel (Ni)",mg/L,0.0030,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Biologi,"Fecal coliform","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Biologi,"Coliform (total)","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Biologi,Salmonella,CFU/mL,0,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,Biologi,Fitoplankton,Sel/mL,1.2,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,0.5,Baik
2024,"Periode 1",3,Teluk,A3,-5.972472215,106.7889723,"Indek Kualitas Air","Status Indeks (IP)",N/A,Baik,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,Suhu,oC,29,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,Kecerahan,meter,4,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,Bau,N/A,alami,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,Kekeruhan,NTU,2.92,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,TSS,mg/L,"< 2.5",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,Sampah,N/A,N/A,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Fisik,"Lapisan Minyak",N/A,N/A,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,pH,N/A,8.02,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Salinitas,N/A,30.8,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,"Oksigen terlarut (DO)",mg/L,6.92,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,BOD5,mg/L,7.94,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,"Amonia total",mg/L,"< 0.01",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Orto-fosfat,mg/L,"< 0.002",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Nitrat,mg/L,0.05,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Sianida,mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Sulfida,mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,TPH,mg/L,"< 0.02",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,"Fenol Total",mg/L,"< 0.0008",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,PAH,mg/L,"< 0.0001",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,PCB,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Surfaktan,mg/L,0.046,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,"Minyak dan Lemak",mg/L,"< 1",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,BHC,µg/L,"< 0.4",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Aldrin/dieldrin,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Chlordane,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,DDT,µg/L,"< 0.04",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Heptachlor,µg/L,"< 0.04",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Lindane,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Methoxy-chlor,µg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Endrin,µg/L,"< 0.08",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,Toxaphan,µg/L,"< 0.1",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Kimia,TBT,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Air raksa (Hg)",mg/L,0.0008,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Arsen (As)",mg/L,0.0022,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Timbal (Pb)",mg/L,0.0050,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Seng (Zn)",mg/L,0.017,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Logam Berat","Nikel (Ni)",mg/L,0.0030,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Biologi,"Fecal coliform","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Biologi,"Coliform (total)","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Biologi,Salmonella,CFU/mL,0,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,Biologi,Fitoplankton,Sel/mL,5.8,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Indek Kualitas Air","Indeks Pencemaran (IP)",N/A,0.65,Baik
2024,"Periode 1",3,Teluk,A4,-5.964000039,106.8335556,"Indek Kualitas Air","Status Indeks (IP)",N/A,Baik,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,Suhu,oC,29.2,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,Kecerahan,meter,2,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,Bau,N/A,alami,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,Kekeruhan,NTU,2.59,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,TSS,mg/L,"< 2.5",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,Sampah,N/A,N/A,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Fisik,"Lapisan Minyak",N/A,N/A,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,pH,N/A,8.15,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Salinitas,N/A,28.8,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,"Oksigen terlarut (DO)",mg/L,7.01,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,BOD5,mg/L,8.19,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,"Amonia total",mg/L,0.07,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Orto-fosfat,mg/L,"< 0.002",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Nitrat,mg/L,"< 0.05",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Sianida,mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Sulfida,mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,TPH,mg/L,"< 0.02",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,"Fenol Total",mg/L,"< 0.0008",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,PAH,mg/L,"< 0.0001",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,PCB,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Surfaktan,mg/L,0.049,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,"Minyak dan Lemak",mg/L,"< 1",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,BHC,µg/L,"< 0.4",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Aldrin/dieldrin,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Chlordane,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,DDT,µg/L,"< 0.04",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Heptachlor,µg/L,"< 0.04",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Lindane,µg/L,"< 0.2",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Methoxy-chlor,µg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Endrin,µg/L,"< 0.08",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,Toxaphan,µg/L,"< 0.1",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Kimia,TBT,µg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Air raksa (Hg)",mg/L,0.0004,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Kromium heksavalent (Cr(VI))",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Arsen (As)",mg/L,0.0014,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Kadmium (Cd)",mg/L,"< 0.001",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Tembaga (Cu)",mg/L,"< 0.005",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Timbal (Pb)",mg/L,0.0070,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Seng (Zn)",mg/L,0.018,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,"Logam Berat","Nikel (Ni)",mg/L,0.0020,Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Biologi,"Fecal coliform","Jml/100 mL","< 1.1",Baik
2024,"Periode 1",3,Teluk,A5,-5.952805588,106.8777778,Biologi,"Coliform (total)","Jml/100 mL",9,Baik
